"find_number","material_category","material","start_date","end_date","level_1_of_the_functional_classification","level_2_of_the_functional_classification","ceramics_rim_eve_estimated_vessel_equivalent","ceramics_base_eve_estimated_vessel_equivalent","ceramics_reconstructed_object_diameter_in_mm","ceramics_reconstructed_object_height_in_mm","ceramics_surface_treatment","ceramics_decoration_technique","ceramics_image_type","ceramics_mark","material_simplified"
"NZR2.00251CER151","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,25.0,140.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00251CER171","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,15.0,220.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00251CER172","CER","industrial ware: white",1775,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",40.0,40.0,180.0,15.0,"lead-glaze with blue underglaze","blue-white",NULL,NULL,"industrial ware"
"NZR2.00251CER173","CER","industrial ware: white",1800,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,25.0,240.0,30.0,"lead-glaze","enamelled",NULL,NULL,"industrial ware"
"NZR2.00251CER179","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",40.0,45.0,210.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00251CER180","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",30.0,15.0,170.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00251CER181","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,15.0,170.0,15.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00251CER185","CER","industrial ware: white",1850,1925,"Food Processing & Consumption","Food consumption: plate, dish, bowl",40.0,15.0,250.0,40.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00251CER188","CER","industrial ware: white",1760,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",60.0,90.0,260.0,40.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00251CER190","CER","industrial ware: white",1760,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,5.0,190.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00251CER191","CER","industrial ware: white",1775,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",75.0,15.0,260.0,40.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00251CER192","CER","industrial ware: white",1760,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",110.0,100.0,250.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00269CER060","CER","industrial ware: white",1875,1925,"Food Processing & Consumption","Consumption: drinking",40.0,35.0,145.0,60.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00274CER023","CER","faience: Holland",1650,1680,"Food Processing & Consumption","Food consumption: plate, dish, bowl",45.0,100.0,150.0,43.0,"tin-glaze","blue-white","floral motif",NULL,"faience"
"NZR2.00274CER046","CER","faience: Holland",1675,1725,"Food Processing & Consumption","Consumption: drinking",30.0,30.0,70.0,40.0,"tin-glaze","overall white",NULL,NULL,"faience"
"NZR2.00277CER001","CER","industrial ware: stoneware",1750,1775,"Food Processing & Consumption","Consumption: drinking",100.0,NULL,61.0,33.0,"salt-glaze",NULL,NULL,NULL,"industrial ware"
"NZR2.00251CER193","CER","industrial ware: white",1760,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",60.0,150.0,250.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00251CER195","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,15.0,300.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00251CER203","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Food preparation: cooking - and hearth utensils",15.0,0.0,320.0,15.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00252CER119","CER","industrial ware: white",1850,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,25.0,170.0,35.0,"lead-glaze","transfer printing, blue","floral motif",NULL,"industrial ware"
"NZR2.00252CER122","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Consumption: drinking",20.0,35.0,130.0,30.0,"lead-glaze","transfer printing, blue","landscape",NULL,"industrial ware"
"NZR2.00252CER129","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Consumption: drinking",15.0,100.0,100.0,65.0,"lead-glaze with blue underglaze","blue-white","floral motif",NULL,"industrial ware"
"NZR2.00252CER132","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Consumption: drinking",15.0,35.0,100.0,55.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00252CER141","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Consumption: drinking",40.0,40.0,130.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00252CER144","CER","industrial ware: white",1887,1887,"Food Processing & Consumption","Food consumption: plate, dish, bowl",50.0,100.0,150.0,40.0,"lead-glaze","overall white",NULL,"P. Regout 70","industrial ware"
"NZR2.00252CER146","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",30.0,10.0,160.0,75.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00252CER168","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,15.0,210.0,15.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00252CER175","CER","industrial ware: white",1800,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,20.0,200.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00252CER176","CER","industrial ware: white",1760,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,45.0,250.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00284CER049","CER","faience: Holland",1775,1850,"Food Processing & Consumption","Consumption: drinking",25.0,50.0,100.0,60.0,"tin-glaze","blue-white","geometric patterns",NULL,"faience"
"NZR2.00286CER070","CER","faience: Holland",1750,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,25.0,160.0,27.0,"tin-glaze","overall white",NULL,NULL,"faience"
"NZR2.00252CER177","CER","industrial ware: white",1760,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",55.0,35.0,260.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00252CER179","CER","industrial ware: white",1760,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",45.0,35.0,260.0,40.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00252CER181","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,15.0,200.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00253CER113","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Consumption: drinking",45.0,40.0,70.0,45.0,"lead-glaze with blue underglaze","capuchin ware","floral motif",NULL,"industrial ware"
"NZR2.00253CER118","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Consumption: drinking",15.0,10.0,65.0,40.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00253CER124","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Consumption: drinking",20.0,15.0,120.0,27.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00253CER127","CER","industrial ware: white",1825,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,15.0,160.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00253CER132","CER","industrial ware: white",1850,1925,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,5.0,160.0,20.0,"lead-glaze","enamelled, polychrome","geometric patterns",NULL,"industrial ware"
"NZR2.00257CER051","CER","industrial ware: white",1825,1850,"Food Processing & Consumption","Consumption: drinking",10.0,15.0,120.0,30.0,"lead-glaze","transfer printing, blue","landscape",NULL,"industrial ware"
"NZR2.00257CER066","CER","industrial ware: white",1775,1850,"Food Processing & Consumption","Consumption: drinking",15.0,85.0,95.0,55.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00257CER092","CER","industrial ware: white",1775,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,20.0,190.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00257CER093","CER","industrial ware: white",1825,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,100.0,120.0,70.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00305CER220","CER","faience: Holland",1775,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",45.0,55.0,115.0,30.0,"tin-glaze","polychrome","floral motif",NULL,"faience"
"NZR2.00257CER099","CER","industrial ware: white",1760,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",80.0,125.0,250.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00257CER101","CER","industrial ware: white",1760,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,90.0,260.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00257CER104","CER","industrial ware: white",1800,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",65.0,25.0,250.0,35.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00257CER106","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",45.0,45.0,260.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00257CER107","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",35.0,50.0,250.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00257CER108","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,20.0,200.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00259CER009","CER","industrial ware: white",1775,1800,"Food Processing & Consumption","Consumption: drinking",15.0,15.0,110.0,25.0,"lead-glaze with blue underglaze","blue-white","floral motif",NULL,"industrial ware"
"NZR2.00259CER011","CER","industrial ware: white",1775,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,15.0,250.0,40.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00261CER008","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Consumption: drinking",20.0,25.0,80.0,50.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00269CER001","CER","industrial ware: white",1750,1825,"Food Processing & Consumption","Consumption of food and drinks: table accessories",100.0,100.0,66.0,50.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00269CER044","CER","industrial ware: white",1890,1936,"Food Processing & Consumption","Consumption: drinking",15.0,35.0,130.0,22.0,"lead-glaze","overall white",NULL,"P. Regout 70","industrial ware"
"NZR2.00269CER056","CER","industrial ware: white",1800,1875,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,20.0,220.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00313CER053","CER","faience: Holland",1700,1800,"Food Processing & Consumption","Consumption: drinking",40.0,100.0,65.0,35.0,"tin-glaze","overall white",NULL,NULL,"faience"
"NZR2.00269CER058","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,30.0,260.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00271CER055","CER","industrial ware: white",1775,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",5.0,35.0,160.0,50.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00271CER060","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,20.0,260.0,20.0,"lead-glaze","enamelled, polychrome","floral motif",NULL,"industrial ware"
"NZR2.00271CER062","CER","industrial ware: white",1800,1850,"Food Processing & Consumption","Food consumption: plate, dish, bowl",25.0,100.0,250.0,40.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00271CER063","CER","industrial ware: white",1760,1825,"Food Processing & Consumption","Food consumption: plate, dish, bowl",40.0,25.0,260.0,20.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00271CER064","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",55.0,20.0,260.0,40.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00271CER065","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",10.0,10.0,260.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00273CER038","CER","industrial ware: white",1850,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,40.0,250.0,40.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00274CER083","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,30.0,250.0,25.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00275CER123","CER","industrial ware: white",1900,1936,"Food Processing & Consumption","Food consumption: plate, dish, bowl",15.0,25.0,190.0,20.0,"lead-glaze","enamelled, polychrome","geometric patterns",NULL,"industrial ware"
"NZR2.00275CER128","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,45.0,260.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00321CER031","CER","porcelain: Europe",1825,1900,"Food Processing & Consumption","Consumption: drinking",75.0,100.0,75.0,65.0,"feldspar glaze","overall white",NULL,NULL,"porcelain"
"NZR2.00325CER003","CER","faience: French",1750,1800,"Food Processing & Consumption","Consumption of food and drinks: table accessories",100.0,100.0,95.0,45.0,"tin-glaze","polychrome","floral motif",NULL,"faience"
"NZR2.00325CER006","CER","faience: Holland",1650,1750,"Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware",NULL,NULL,92.0,58.0,"tin-glaze","blue-white",NULL,NULL,"faience"
"NZR2.00321CER110","CER","industrial ware: black",1760,1780,"Food Processing & Consumption","Consumption: drinking",35.0,60.0,75.0,120.0,"lead-glaze with manganese oxide","overall black",NULL,NULL,"industrial ware"
"NZR2.00329CER014","CER","industrial ware: black",1775,1825,"Food Processing & Consumption","Food preparation and consumption: various parts of kitchenware",NULL,NULL,34.0,14.0,NULL,NULL,NULL,NULL,"industrial ware"
"NZR2.00325CER199","CER","industrial ware: red",1750,1800,"Food Processing & Consumption","Consumption: drinking",20.0,35.0,100.0,25.0,"lead-glaze",NULL,NULL,NULL,"industrial ware"
"NZR2.00279CER009","CER","industrial ware: white",1850,1900,"Food Processing & Consumption","Food consumption: plate, dish, bowl",20.0,25.0,220.0,27.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
"NZR2.00332CER004","CER","faience: Holland",1750,1825,"Food Processing & Consumption","Consumption: drinking",40.0,60.0,80.0,50.0,"lead-glaze","polychrome","geometric patterns",NULL,"faience"
"NZR2.00281CER023","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Consumption: drinking",40.0,65.0,70.0,40.0,"lead-glaze with blue underglaze","capuchin ware","floral motif",NULL,"industrial ware"
"NZR2.00281CER028","CER","industrial ware: white",1760,1800,"Food Processing & Consumption","Consumption: drinking",75.0,90.0,120.0,30.0,"lead-glaze","overall white",NULL,NULL,"industrial ware"
